edad,ingresos_mensuales,antiguedad_laboral,tipo_empleo,monto_prestamo,plazo_meses,historial_crediticio,num_creditos_activos,deuda_actual,tiene_vivienda_propia,ratio_cuota_ingreso,default
40,8468.0,12,Informal,8362.0,36,Malo,3,11610.0,0,0.027,1
40,2370.0,23,Formal,7142.0,36,Regular,5,201.0,1,0.084,0
64,5420.0,19,Independiente,5347.0,36,Bueno,2,4877.0,0,0.027,0
48,5613.0,2,Independiente,5996.0,36,Malo,2,5021.0,1,0.03,0
28,5524.0,10,Formal,8753.0,48,Regular,0,18.0,0,0.033,1
56,3062.0,21,Formal,10158.0,48,Bueno,1,4069.0,0,0.069,1
49,2524.0,27,Informal,9271.0,36,Regular,4,408.0,0,0.102,1
45,3936.0,24,Independiente,2408.0,24,Regular,4,6603.0,0,0.025,0
56,5130.0,26,Formal,1599.0,36,Regular,4,5904.0,1,0.009,0
65,3314.0,28,Independiente,4346.0,36,Bueno,2,1717.0,1,0.036,0
37,3733.0,26,Formal,1612.0,48,Bueno,5,6217.0,1,0.009,0
41,3335.0,17,Formal,15039.0,48,Malo,3,2404.0,0,0.094,1
30,4329.0,10,Formal,5882.0,48,Malo,0,2028.0,0,0.028,0
52,4224.0,15,Independiente,3094.0,24,Bueno,0,2923.0,1,0.031,0
40,7255.0,23,Formal,5844.0,48,Malo,2,7987.0,0,0.017,0
37,5172.0,12,Independiente,2079.0,48,Bueno,2,6736.0,1,0.008,0
55,2572.0,24,Formal,3137.0,24,Bueno,0,3064.0,0,0.051,1
40,2648.0,21,Formal,5596.0,12,Regular,0,4391.0,0,0.176,1
43,5456.0,6,Formal,5074.0,12,Bueno,3,9390.0,1,0.077,1
42,4208.0,27,Formal,5570.0,36,Bueno,4,1493.0,1,0.037,0
33,8267.0,25,Informal,8908.0,36,Malo,1,13579.0,0,0.03,1
27,8258.0,17,Independiente,11547.0,24,Bueno,1,1586.0,1,0.058,1
61,2964.0,5,Formal,7399.0,36,Bueno,3,5105.0,1,0.069,1
25,4673.0,6,Formal,11884.0,48,Bueno,0,2181.0,1,0.053,0
36,2660.0,25,Formal,5142.0,48,Regular,5,1273.0,0,0.04,0
53,5422.0,0,Informal,12772.0,48,Regular,3,4114.0,0,0.049,1
27,7659.0,14,Independiente,7465.0,48,Bueno,2,2506.0,0,0.02,0
53,4432.0,18,Informal,11003.0,36,Bueno,3,6603.0,0,0.069,1
56,3589.0,6,Formal,5202.0,48,Bueno,0,806.0,0,0.03,1
53,4850.0,25,Independiente,7276.0,36,Regular,1,3835.0,0,0.042,1
35,5839.0,15,Independiente,19288.0,48,Malo,3,9534.0,0,0.069,1
21,5854.0,1,Independiente,7246.0,48,Bueno,5,6695.0,1,0.026,0
64,3604.0,9,Formal,11491.0,36,Malo,5,3939.0,1,0.089,0
37,3283.0,11,Formal,12274.0,36,Malo,3,5878.0,0,0.104,1
60,4580.0,6,Formal,9667.0,24,Bueno,2,186.0,0,0.088,1
30,3692.0,28,Informal,10616.0,24,Bueno,5,2125.0,0,0.12,0
28,6494.0,10,Formal,5211.0,12,Regular,0,1461.0,0,0.067,0
59,3676.0,15,Independiente,4263.0,12,Malo,1,1221.0,1,0.097,0
67,4314.0,16,Informal,3737.0,36,Bueno,2,1677.0,1,0.024,0
63,4805.0,6,Independiente,8678.0,12,Bueno,3,5422.0,0,0.151,1
57,2402.0,17,Formal,7129.0,48,Regular,4,1176.0,1,0.062,0
33,3385.0,10,Formal,8347.0,36,Regular,2,4047.0,0,0.068,1
65,8122.0,0,Independiente,3373.0,48,Bueno,5,10790.0,1,0.009,1
53,5746.0,12,Informal,4659.0,36,Bueno,2,4157.0,0,0.023,0
29,3658.0,17,Informal,11317.0,24,Bueno,3,3531.0,1,0.129,0
27,5430.0,3,Formal,7756.0,24,Malo,0,1291.0,0,0.06,1
63,6453.0,23,Informal,7496.0,48,Regular,0,8742.0,1,0.024,0
34,3868.0,19,Formal,6143.0,12,Bueno,1,2918.0,1,0.132,0
58,5643.0,9,Independiente,4416.0,36,Malo,0,8478.0,0,0.022,1
27,5344.0,17,Formal,13003.0,24,Bueno,5,5062.0,1,0.101,0
34,2676.0,9,Formal,14188.0,24,Malo,3,3356.0,1,0.221,0
34,3876.0,19,Independiente,7297.0,12,Bueno,5,2502.0,0,0.157,1
34,7330.0,4,Formal,2175.0,36,Bueno,1,4905.0,1,0.008,0
54,8030.0,18,Informal,6504.0,12,Bueno,0,6309.0,1,0.067,0
65,5764.0,1,Formal,14754.0,48,Bueno,1,6599.0,1,0.053,0
65,3343.0,0,Informal,4738.0,12,Regular,0,3048.0,0,0.118,1
57,1727.0,7,Formal,5403.0,24,Bueno,1,2500.0,1,0.13,0
30,3177.0,5,Formal,11028.0,12,Bueno,0,313.0,0,0.289,0
68,2543.0,14,Formal,5351.0,60,Regular,1,4122.0,0,0.035,0
47,7541.0,4,Independiente,7065.0,36,Bueno,3,12570.0,1,0.026,0
47,2065.0,7,Informal,1829.0,36,Bueno,5,907.0,0,0.025,1
55,2703.0,2,Formal,14373.0,36,Bueno,1,490.0,0,0.148,1
58,4545.0,26,Formal,10524.0,48,Malo,5,4678.0,0,0.048,1
67,4197.0,22,Formal,12514.0,12,Regular,4,485.0,0,0.248,0
49,7188.0,6,Independiente,4040.0,48,Malo,0,2972.0,0,0.012,1
50,5220.0,3,Independiente,16073.0,48,Regular,0,4769.0,1,0.064,1
57,3981.0,25,Informal,6702.0,12,Bueno,0,4398.0,0,0.14,0
33,6540.0,20,Formal,13107.0,12,Bueno,4,2287.0,1,0.167,0
36,3619.0,26,Formal,8548.0,36,Regular,4,6076.0,0,0.066,1
51,7416.0,5,Formal,10790.0,12,Bueno,5,2420.0,0,0.121,0
24,3018.0,10,Informal,8912.0,24,Malo,3,835.0,0,0.123,1
36,1343.0,3,Independiente,5327.0,36,Bueno,0,392.0,0,0.11,0
56,4140.0,12,Formal,2619.0,24,Bueno,5,6927.0,1,0.026,0
68,1822.0,4,Independiente,13660.0,48,Regular,5,2882.0,1,0.156,0
46,5877.0,0,Independiente,1371.0,36,Bueno,4,350.0,1,0.006,0
40,4449.0,15,Formal,11446.0,36,Regular,5,5819.0,0,0.071,0
42,7424.0,29,Formal,13650.0,36,Regular,1,982.0,0,0.051,0
54,3824.0,19,Independiente,3020.0,36,Regular,3,518.0,1,0.022,0
47,2389.0,22,Independiente,5500.0,36,Malo,3,327.0,0,0.064,1
22,4970.0,24,Formal,2818.0,48,Bueno,1,7422.0,1,0.012,0
47,3422.0,29,Formal,4877.0,24,Bueno,5,2633.0,0,0.059,0
40,5558.0,3,Formal,12403.0,36,Malo,3,5573.0,1,0.062,1
55,3042.0,7,Independiente,10723.0,48,Bueno,5,169.0,0,0.073,0
63,6904.0,18,Formal,9944.0,36,Bueno,1,11196.0,0,0.04,0
68,4313.0,24,Formal,5522.0,24,Bueno,2,7624.0,0,0.053,1
50,3987.0,23,Formal,1461.0,12,Regular,5,1688.0,0,0.031,1
38,6726.0,21,Informal,3284.0,36,Regular,1,7948.0,0,0.014,1
42,5910.0,9,Formal,6142.0,48,Bueno,3,7221.0,0,0.022,1
29,3198.0,10,Formal,3722.0,48,Bueno,4,5562.0,1,0.024,0
66,5845.0,2,Formal,11513.0,36,Bueno,4,5090.0,1,0.055,0
62,5391.0,9,Independiente,16350.0,12,Bueno,4,2309.0,1,0.253,1
62,4070.0,4,Informal,8511.0,48,Bueno,3,2639.0,0,0.044,1
37,5667.0,28,Informal,2998.0,36,Regular,0,6524.0,0,0.015,0
36,6892.0,2,Formal,13934.0,60,Malo,1,5861.0,1,0.034,1
62,4115.0,10,Formal,7499.0,48,Regular,4,588.0,1,0.038,0
47,4120.0,26,Formal,6938.0,36,Malo,3,5987.0,0,0.047,0
55,4037.0,28,Independiente,9489.0,36,Malo,2,6280.0,0,0.065,1
45,3150.0,11,Independiente,3369.0,36,Regular,5,2712.0,0,0.03,0
42,4099.0,13,Formal,5575.0,24,Regular,2,3862.0,0,0.057,0
51,3931.0,15,Independiente,6669.0,36,Regular,2,3478.0,1,0.047,0
60,3846.0,24,Formal,8106.0,24,Regular,2,3667.0,0,0.088,0
37,3825.0,23,Independiente,8570.0,12,Bueno,2,707.0,0,0.187,1
60,2701.0,15,Formal,9480.0,48,Bueno,3,2108.0,0,0.073,0
32,6135.0,11,Formal,4955.0,24,Regular,5,4946.0,1,0.034,0
40,3383.0,11,Formal,2313.0,48,Malo,5,6075.0,0,0.014,1
65,7043.0,19,Formal,6107.0,36,Regular,2,617.0,1,0.024,0
67,2915.0,25,Formal,6549.0,48,Bueno,2,1638.0,1,0.047,0
66,7663.0,2,Independiente,2251.0,48,Regular,5,6841.0,1,0.006,1
36,3685.0,23,Independiente,4798.0,48,Regular,3,5620.0,0,0.027,1
62,5872.0,14,Independiente,7697.0,36,Regular,1,4875.0,0,0.036,1
66,4433.0,4,Formal,5241.0,60,Bueno,3,2322.0,1,0.02,0
68,2564.0,2,Informal,7523.0,36,Bueno,4,2470.0,1,0.082,0
22,2614.0,10,Informal,5109.0,48,Bueno,2,1398.0,1,0.041,0
57,3279.0,7,Independiente,9868.0,36,Malo,3,3236.0,0,0.084,1
69,3607.0,3,Independiente,3898.0,24,Bueno,4,4479.0,0,0.045,0
58,4164.0,8,Independiente,6987.0,36,Malo,0,3978.0,0,0.047,0
32,4787.0,25,Independiente,7180.0,36,Bueno,5,5253.0,0,0.042,0
58,3962.0,21,Formal,11269.0,24,Malo,0,276.0,0,0.119,1
26,4692.0,6,Independiente,5746.0,24,Bueno,0,5564.0,0,0.051,0
44,4978.0,20,Formal,16224.0,24,Regular,1,8689.0,0,0.136,1
51,3897.0,13,Informal,15886.0,60,Regular,0,3449.0,0,0.068,1
43,5358.0,22,Independiente,4051.0,36,Regular,3,7742.0,0,0.021,1
55,5807.0,7,Informal,6872.0,24,Regular,3,5737.0,0,0.049,1
32,5026.0,1,Formal,3184.0,48,Bueno,2,6369.0,0,0.013,0
50,5133.0,9,Independiente,9074.0,36,Bueno,5,2863.0,1,0.049,0
52,4537.0,29,Independiente,5199.0,48,Bueno,1,7896.0,0,0.024,1
52,6339.0,16,Informal,7442.0,36,Regular,5,2455.0,0,0.033,1
35,4199.0,1,Informal,6016.0,12,Regular,3,1202.0,0,0.119,1
35,3301.0,29,Formal,25839.0,24,Bueno,4,270.0,1,0.326,0
33,4246.0,24,Informal,6418.0,48,Regular,5,4136.0,0,0.031,0
43,2580.0,16,Informal,6099.0,48,Bueno,1,2874.0,1,0.049,0
49,2467.0,22,Informal,11677.0,48,Bueno,0,2884.0,0,0.099,0
38,5818.0,5,Independiente,12602.0,12,Bueno,4,1804.0,0,0.181,0
41,7087.0,17,Informal,8055.0,48,Regular,3,8310.0,0,0.024,1
35,3727.0,27,Formal,12795.0,36,Bueno,1,1108.0,0,0.095,0
31,5839.0,13,Formal,23451.0,36,Malo,5,7935.0,0,0.112,1
53,2104.0,1,Formal,5834.0,24,Regular,4,1042.0,0,0.116,0
60,1974.0,22,Independiente,3411.0,48,Regular,3,1500.0,1,0.036,1
35,6407.0,21,Informal,8687.0,60,Bueno,0,4235.0,0,0.023,0
63,5032.0,22,Independiente,12141.0,24,Regular,5,3331.0,0,0.101,0
48,4206.0,19,Formal,15503.0,48,Malo,3,5458.0,1,0.077,1
29,7535.0,4,Independiente,9567.0,36,Bueno,3,13533.0,0,0.035,0
38,3988.0,3,Independiente,7085.0,24,Bueno,0,3785.0,1,0.074,0
21,2835.0,23,Formal,4408.0,24,Bueno,4,2047.0,0,0.065,0
22,2342.0,25,Independiente,13691.0,48,Bueno,5,1238.0,0,0.122,1
37,4245.0,2,Independiente,8290.0,24,Bueno,4,4772.0,0,0.081,1
43,4533.0,17,Independiente,2349.0,12,Regular,2,3681.0,1,0.043,0
60,3898.0,15,Informal,19264.0,48,Bueno,1,5423.0,0,0.103,1
27,5888.0,10,Formal,3538.0,36,Regular,2,6430.0,0,0.017,0
62,6789.0,19,Formal,12267.0,48,Bueno,3,5034.0,0,0.038,0
32,3712.0,27,Independiente,7913.0,36,Regular,1,6368.0,0,0.059,0
27,2103.0,24,Informal,2459.0,36,Malo,3,43.0,0,0.032,0
55,4702.0,4,Formal,6625.0,48,Bueno,5,5836.0,0,0.029,0
58,6388.0,13,Informal,5844.0,12,Bueno,0,4723.0,1,0.076,0
50,3718.0,28,Independiente,2817.0,24,Bueno,1,814.0,1,0.032,0
26,5132.0,7,Formal,9061.0,36,Bueno,2,856.0,0,0.049,0
26,2759.0,25,Formal,11326.0,60,Regular,1,3225.0,0,0.068,1
40,4660.0,14,Formal,6888.0,24,Malo,4,1240.0,1,0.062,0
43,5168.0,15,Formal,5754.0,60,Regular,0,7964.0,0,0.019,0
69,4708.0,7,Formal,9447.0,48,Malo,0,2635.0,0,0.042,1
35,8305.0,27,Independiente,1179.0,36,Bueno,2,5140.0,1,0.004,0
30,7054.0,15,Independiente,5384.0,36,Bueno,2,8382.0,1,0.021,0
67,5479.0,17,Independiente,5618.0,12,Bueno,4,2171.0,0,0.085,1
28,6158.0,13,Formal,7016.0,36,Regular,0,78.0,1,0.032,1
22,4648.0,2,Formal,2710.0,12,Bueno,4,3730.0,1,0.049,0
41,4137.0,23,Informal,1970.0,36,Bueno,1,3931.0,0,0.013,0
40,3573.0,9,Informal,3744.0,24,Malo,5,2868.0,0,0.044,1
51,2738.0,7,Independiente,8983.0,60,Bueno,3,2257.0,1,0.055,0
64,7180.0,23,Formal,5563.0,24,Bueno,4,8604.0,1,0.032,0
66,8435.0,5,Informal,3729.0,36,Bueno,0,12840.0,0,0.012,0
35,4282.0,20,Informal,17624.0,24,Bueno,4,2817.0,0,0.171,0
69,4310.0,14,Formal,5751.0,12,Bueno,2,6130.0,0,0.111,1
52,5248.0,23,Formal,7040.0,24,Bueno,3,592.0,0,0.056,0
24,3995.0,1,Formal,13577.0,48,Bueno,0,3454.0,0,0.071,1
66,2865.0,23,Independiente,7625.0,36,Regular,3,1940.0,0,0.074,0
27,2552.0,6,Independiente,9395.0,36,Bueno,5,2140.0,1,0.102,1
49,8316.0,26,Formal,4280.0,48,Regular,5,1369.0,1,0.011,0
59,2211.0,10,Formal,7257.0,12,Regular,5,553.0,0,0.274,0
33,4775.0,0,Formal,16398.0,48,Regular,4,2522.0,0,0.072,1
34,2315.0,14,Independiente,8740.0,12,Malo,1,1140.0,0,0.315,1
44,4068.0,1,Independiente,8048.0,48,Bueno,2,2820.0,0,0.041,1
64,3705.0,8,Formal,6083.0,60,Bueno,0,3049.0,0,0.027,0
31,2450.0,21,Independiente,3156.0,48,Bueno,1,975.0,1,0.027,0
53,5317.0,16,Informal,12781.0,12,Bueno,1,5926.0,1,0.2,1
43,2792.0,21,Formal,6727.0,36,Regular,4,1889.0,0,0.067,1
26,2332.0,26,Independiente,4648.0,48,Regular,0,252.0,0,0.042,0
55,5536.0,14,Formal,2952.0,36,Bueno,5,2428.0,1,0.015,0
61,3711.0,16,Formal,8282.0,24,Bueno,4,3742.0,1,0.093,0
49,3168.0,1,Informal,3467.0,36,Malo,4,3461.0,0,0.03,1
29,5664.0,8,Informal,12843.0,12,Bueno,3,8153.0,0,0.189,1
28,2740.0,21,Formal,4811.0,36,Bueno,1,1211.0,0,0.049,1
41,2123.0,1,Formal,7347.0,12,Malo,3,2148.0,0,0.288,1
45,6615.0,10,Formal,8644.0,36,Regular,3,5669.0,0,0.036,1
48,7852.0,4,Independiente,8096.0,24,Bueno,5,11993.0,1,0.043,1
32,4028.0,25,Formal,11347.0,24,Bueno,4,5293.0,0,0.117,1
45,1303.0,16,Formal,5076.0,12,Regular,4,310.0,0,0.325,1
35,4008.0,19,Formal,7068.0,60,Bueno,2,6917.0,0,0.029,0
54,5787.0,20,Independiente,9680.0,36,Malo,2,3700.0,1,0.046,0
60,6359.0,6,Informal,15534.0,36,Regular,4,10926.0,0,0.068,0
52,2854.0,1,Formal,10903.0,48,Regular,3,1465.0,0,0.08,1
21,3778.0,11,Independiente,12037.0,36,Regular,2,3189.0,1,0.089,1
69,4636.0,5,Informal,5836.0,36,Malo,2,4594.0,0,0.035,1
22,5660.0,9,Formal,8738.0,36,Bueno,3,648.0,1,0.043,0
69,5434.0,9,Informal,14307.0,24,Bueno,3,7000.0,0,0.11,1
22,5108.0,23,Independiente,6868.0,36,Regular,2,963.0,0,0.037,1
46,6353.0,9,Independiente,8766.0,24,Bueno,0,1877.0,0,0.057,0
26,4135.0,4,Independiente,2547.0,60,Regular,5,2160.0,0,0.01,1
25,7206.0,28,Formal,10201.0,36,Bueno,1,12462.0,0,0.039,0
54,3425.0,1,Formal,8000.0,24,Bueno,0,5999.0,1,0.097,0
56,5466.0,6,Formal,9830.0,36,Bueno,1,4814.0,0,0.05,0
26,3607.0,10,Independiente,5917.0,12,Regular,5,3463.0,0,0.137,0
68,4050.0,1,Informal,2188.0,36,Bueno,1,1544.0,0,0.015,0
36,4287.0,26,Formal,10469.0,48,Bueno,4,3226.0,1,0.051,0
36,3532.0,10,Formal,4623.0,48,Bueno,2,6259.0,0,0.027,0
35,6459.0,23,Formal,2721.0,48,Bueno,3,9194.0,0,0.009,1
43,3672.0,4,Informal,7694.0,36,Regular,4,4610.0,0,0.058,1
29,4205.0,15,Formal,16639.0,36,Malo,1,2107.0,1,0.11,0
41,5225.0,3,Informal,4220.0,12,Regular,2,7177.0,0,0.067,1
31,9730.0,6,Formal,4734.0,36,Regular,4,16928.0,1,0.014,0
23,5297.0,12,Formal,10759.0,36,Bueno,5,9420.0,0,0.056,0
39,4343.0,25,Formal,6238.0,12,Malo,5,4689.0,0,0.12,1
53,1995.0,9,Formal,10448.0,12,Malo,1,577.0,0,0.436,1
58,4010.0,22,Formal,6047.0,12,Regular,1,6959.0,1,0.126,0
38,3304.0,2,Informal,5502.0,24,Bueno,5,3220.0,0,0.069,1
36,3760.0,7,Independiente,4343.0,12,Bueno,4,259.0,1,0.096,0
59,3580.0,18,Formal,8397.0,36,Bueno,1,525.0,0,0.065,0
54,5206.0,14,Independiente,4327.0,36,Bueno,3,5409.0,1,0.023,0
61,3979.0,15,Formal,5311.0,36,Bueno,1,5983.0,0,0.037,1
65,3018.0,20,Independiente,12730.0,24,Malo,0,5115.0,0,0.176,1
61,5879.0,2,Independiente,20559.0,36,Bueno,0,9994.0,0,0.097,0
66,2636.0,20,Informal,8993.0,48,Bueno,2,2745.0,0,0.071,0
41,4269.0,25,Independiente,13001.0,24,Malo,1,7541.0,0,0.127,1
40,4021.0,22,Formal,5684.0,24,Malo,4,1083.0,0,0.059,0
36,4827.0,8,Formal,6130.0,36,Bueno,0,823.0,0,0.035,1
32,6378.0,10,Formal,7897.0,24,Bueno,1,348.0,0,0.052,0
57,10337.0,28,Formal,4664.0,24,Regular,3,14404.0,0,0.019,1
56,4341.0,23,Formal,5457.0,36,Malo,2,7162.0,1,0.035,1
60,3284.0,27,Formal,10252.0,24,Regular,1,4964.0,0,0.13,0
29,3169.0,27,Informal,7161.0,48,Bueno,0,5360.0,0,0.047,0
45,3164.0,13,Informal,6502.0,48,Regular,0,3121.0,0,0.043,1
31,4761.0,3,Formal,6323.0,36,Regular,1,6539.0,1,0.037,1
64,1833.0,6,Informal,3761.0,36,Bueno,1,1111.0,1,0.057,0
34,2578.0,8,Independiente,7734.0,60,Bueno,3,3557.0,0,0.05,0
28,4763.0,25,Formal,4666.0,36,Malo,4,6456.0,0,0.027,0
48,5990.0,8,Informal,2531.0,60,Regular,0,4697.0,0,0.007,1
64,6003.0,10,Informal,3449.0,48,Bueno,2,473.0,1,0.012,1
65,4417.0,25,Independiente,6392.0,24,Regular,2,2117.0,0,0.06,0
25,5697.0,4,Independiente,9795.0,24,Regular,0,9077.0,0,0.072,1
36,6421.0,19,Formal,11227.0,24,Bueno,2,6788.0,1,0.073,0
28,3652.0,16,Independiente,2971.0,48,Bueno,0,2663.0,1,0.017,0
36,6170.0,29,Independiente,9263.0,24,Bueno,1,10522.0,1,0.063,0
47,2264.0,14,Independiente,17192.0,36,Malo,4,1493.0,0,0.211,1
34,2552.0,15,Formal,11537.0,36,Bueno,1,1507.0,1,0.126,0
24,3733.0,25,Independiente,7568.0,48,Regular,4,5177.0,0,0.042,1
45,2160.0,29,Informal,7917.0,48,Bueno,0,1381.0,1,0.076,0
23,5238.0,21,Informal,7447.0,12,Malo,2,4207.0,0,0.118,1
32,3453.0,20,Formal,5230.0,24,Malo,5,4490.0,0,0.063,1
21,4036.0,26,Formal,11844.0,36,Malo,3,3125.0,0,0.082,1
25,1208.0,29,Formal,3956.0,48,Malo,4,701.0,1,0.068,0
42,4092.0,22,Independiente,7791.0,48,Bueno,1,113.0,0,0.04,1
62,3698.0,8,Formal,2503.0,36,Bueno,1,5728.0,1,0.019,0
58,3157.0,19,Informal,12437.0,48,Bueno,2,2993.0,0,0.082,1
25,5143.0,7,Independiente,7617.0,36,Regular,1,7881.0,1,0.041,0
22,3426.0,15,Formal,2840.0,12,Bueno,4,3810.0,0,0.069,0
37,4072.0,13,Independiente,14727.0,48,Bueno,2,1471.0,1,0.075,0
52,4845.0,29,Formal,6668.0,36,Bueno,4,3167.0,0,0.038,0
57,6400.0,16,Formal,3234.0,48,Regular,0,4807.0,0,0.011,1
61,6207.0,28,Formal,18036.0,24,Bueno,2,8265.0,1,0.121,0
37,3538.0,24,Independiente,6055.0,36,Bueno,1,3491.0,0,0.048,1
29,3096.0,25,Informal,4386.0,24,Regular,4,3547.0,0,0.059,1
22,6898.0,5,Formal,8005.0,36,Bueno,1,9351.0,0,0.032,0
28,3419.0,23,Independiente,3464.0,12,Malo,2,1685.0,0,0.084,1
24,5066.0,7,Formal,5230.0,48,Regular,2,8043.0,1,0.022,1
63,2118.0,17,Formal,13791.0,24,Regular,4,1728.0,1,0.271,1
34,1816.0,14,Independiente,18658.0,24,Bueno,2,2161.0,0,0.428,0
61,4340.0,7,Informal,6140.0,24,Bueno,4,1705.0,1,0.059,0
48,3868.0,29,Informal,8963.0,36,Regular,0,1625.0,0,0.064,0
47,5551.0,26,Independiente,14130.0,36,Bueno,4,7344.0,1,0.071,0
43,3170.0,17,Formal,6031.0,36,Regular,3,1999.0,0,0.053,0
61,4709.0,0,Formal,4277.0,36,Malo,0,7425.0,0,0.025,1
23,5439.0,5,Formal,9896.0,36,Bueno,0,6508.0,0,0.051,0
25,3217.0,6,Informal,3157.0,36,Regular,1,3853.0,0,0.027,1
41,3731.0,29,Independiente,4002.0,12,Bueno,5,2554.0,1,0.089,0
40,2733.0,12,Formal,2793.0,36,Bueno,1,4441.0,0,0.028,1
47,5626.0,1,Formal,13577.0,48,Bueno,2,9566.0,1,0.05,0
57,5168.0,17,Formal,7296.0,36,Regular,2,2399.0,1,0.039,0
49,5313.0,28,Independiente,10102.0,60,Malo,1,4921.0,1,0.032,1
33,3863.0,16,Formal,4160.0,24,Bueno,2,6306.0,0,0.045,0
37,5135.0,13,Informal,8768.0,48,Regular,1,936.0,0,0.036,0
57,1411.0,5,Formal,8937.0,48,Bueno,4,756.0,1,0.132,0
30,3990.0,26,Informal,17985.0,36,Bueno,0,6855.0,0,0.125,0
45,7351.0,3,Formal,9629.0,36,Regular,3,6417.0,1,0.036,1
47,4211.0,28,Formal,11212.0,12,Regular,1,7212.0,0,0.222,0
57,6070.0,6,Formal,7622.0,48,Regular,3,4154.0,1,0.026,1
56,3871.0,4,Formal,1279.0,36,Malo,3,3676.0,0,0.009,1
43,6744.0,10,Informal,8338.0,36,Bueno,3,5513.0,1,0.034,0
36,3093.0,0,Informal,6366.0,12,Bueno,3,2545.0,0,0.172,0
39,4930.0,0,Formal,6190.0,24,Bueno,1,8144.0,0,0.052,0
41,3317.0,5,Independiente,5368.0,60,Regular,3,4147.0,0,0.027,0
31,4633.0,20,Independiente,6190.0,24,Bueno,1,7887.0,1,0.056,0
51,3425.0,24,Independiente,4791.0,24,Bueno,2,2032.0,0,0.058,0
31,4205.0,7,Formal,10632.0,24,Regular,1,7523.0,0,0.105,0
52,3608.0,19,Formal,3791.0,36,Bueno,3,4596.0,1,0.029,0
57,5366.0,10,Formal,16692.0,48,Regular,4,1268.0,0,0.065,0
68,5006.0,12,Informal,10140.0,60,Malo,3,3721.0,0,0.034,1
26,3274.0,10,Formal,12189.0,36,Bueno,0,1465.0,1,0.103,0
58,3240.0,26,Independiente,3957.0,24,Bueno,0,1373.0,0,0.051,0
25,2996.0,15,Informal,5152.0,12,Malo,1,5013.0,0,0.143,0
37,2782.0,15,Formal,7454.0,24,Regular,3,4807.0,0,0.112,1
29,5502.0,25,Formal,7053.0,36,Bueno,1,140.0,0,0.036,1
28,2934.0,19,Formal,10154.0,60,Regular,5,729.0,1,0.058,0
29,4777.0,4,Independiente,7069.0,12,Bueno,3,2389.0,1,0.123,0
23,3494.0,5,Formal,17183.0,24,Regular,5,5332.0,1,0.205,0
61,6003.0,10,Formal,4007.0,36,Regular,5,6603.0,0,0.019,0
23,8042.0,2,Formal,3529.0,36,Bueno,0,8185.0,1,0.012,0
40,1282.0,20,Independiente,5008.0,36,Regular,5,1381.0,0,0.109,1
55,3079.0,14,Independiente,6197.0,36,Bueno,0,5268.0,0,0.056,1
69,3473.0,1,Formal,12776.0,24,Malo,0,1724.0,1,0.153,0
62,3912.0,12,Independiente,8636.0,36,Regular,3,868.0,0,0.061,1
27,3823.0,24,Formal,1430.0,24,Malo,3,4183.0,0,0.016,0
69,2539.0,27,Formal,1519.0,48,Bueno,3,4428.0,0,0.012,1
53,8107.0,28,Formal,6528.0,24,Bueno,0,10361.0,0,0.034,0
29,3875.0,27,Independiente,5489.0,36,Bueno,0,6223.0,1,0.039,0
42,4998.0,18,Independiente,6638.0,60,Bueno,4,8062.0,0,0.022,0
65,5056.0,27,Formal,6199.0,36,Bueno,3,1995.0,0,0.034,0
40,2330.0,28,Formal,15815.0,24,Regular,2,2875.0,0,0.283,0
29,3684.0,19,Formal,11731.0,60,Bueno,1,5718.0,0,0.053,1
63,5502.0,12,Formal,5163.0,24,Malo,1,1004.0,1,0.039,0
67,6911.0,28,Formal,6995.0,48,Bueno,1,8104.0,0,0.021,1
68,3712.0,12,Formal,5911.0,12,Bueno,2,1817.0,1,0.133,0
67,2487.0,4,Formal,1905.0,48,Regular,4,3678.0,1,0.016,0
63,3365.0,3,Formal,5304.0,24,Bueno,2,1352.0,1,0.066,0
43,3654.0,17,Formal,5347.0,24,Regular,2,2456.0,0,0.061,0
30,3603.0,1,Formal,4679.0,60,Regular,5,4389.0,0,0.022,0
51,2997.0,3,Independiente,5213.0,36,Regular,0,2998.0,0,0.048,1
31,2390.0,7,Formal,5978.0,24,Regular,0,516.0,0,0.104,0
44,2724.0,15,Independiente,9027.0,12,Regular,5,1105.0,0,0.276,0
53,3376.0,14,Formal,4900.0,12,Malo,5,5383.0,0,0.121,1
67,5468.0,15,Formal,13822.0,24,Bueno,2,9732.0,0,0.105,0
35,6250.0,15,Formal,3979.0,36,Bueno,1,7807.0,1,0.018,0
33,4376.0,29,Formal,12546.0,36,Regular,0,77.0,0,0.08,0
57,2752.0,6,Independiente,8243.0,60,Bueno,0,3683.0,0,0.05,1
21,3447.0,14,Formal,3347.0,48,Bueno,5,3988.0,1,0.02,0
48,1846.0,18,Formal,5890.0,60,Regular,4,1368.0,1,0.053,0
57,6962.0,8,Formal,16145.0,36,Bueno,5,2858.0,1,0.064,0
47,3250.0,5,Formal,4025.0,36,Bueno,3,969.0,1,0.034,0
39,4842.0,1,Informal,16395.0,36,Regular,3,728.0,0,0.094,1
61,6082.0,9,Informal,9168.0,24,Bueno,5,6998.0,0,0.063,1
39,7706.0,7,Formal,8321.0,24,Bueno,2,4678.0,0,0.045,0
55,5694.0,5,Formal,8876.0,48,Regular,3,5309.0,0,0.032,1
